"region","dept_id","country","metric","type_group","Org L3","Org L4","Org L5","TA Leader","TA Leader L2","brady_aws","aws","dept","y"
"EMEA","4016","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Commercial Field Sales",527
"EMEA","4016","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Commercial Field Sales",56
"EMEA","4016","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Commercial Field Sales",42
"EMEA","4016","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Commercial Field Sales",26
"EMEA","4016","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Commercial Field Sales",83
"EMEA","4016","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Commercial Field Sales",12
"APJC","4069","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","QINWE","Y","AWS","AWS WWCS Special Service Sales Other Support",32
"Americas","4069","USA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","GREGARRI","LLEILA","Y","AWS","AWS WWCS Special Service Sales Other Support",1183
"EMEA","4069","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Sales Other Support",49
"APJC","4017","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","MACKAE","Y","AWS","AWS WWCS Special Service Solution Architects",791
"APJC","4017","IDN","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","QINWE","Y","AWS","AWS WWCS Special Service Solution Architects",11
"APJC","4017","IND","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS Special Service Solution Architects",402
"APJC","4017","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS Special Service Solution Architects",279
"APJC","4017","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","QINWE","Y","AWS","AWS WWCS Special Service Solution Architects",296
"APJC","4017","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","MACKAE","Y","AWS","AWS WWCS Special Service Solution Architects",60
"APJC","4017","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","QINWE","Y","AWS","AWS WWCS Special Service Solution Architects",460
"APJC","4017","THA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","FINUALAH","QINWE","Y","AWS","AWS WWCS Special Service Solution Architects",31
"Americas","4017","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","GREGARRI","LLEILA","Y","AWS","AWS WWCS Special Service Solution Architects",120
"Americas","4017","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","DAKILBY","JJULC","Y","AWS","AWS WWCS Special Service Solution Architects",198
"Americas","4017","COL","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","GREGARRI","LLEILA","Y","AWS","AWS WWCS Special Service Solution Architects",1
"Americas","4017","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","GREGARRI","LLEILA","Y","AWS","AWS WWCS Special Service Solution Architects",45
"Americas","4017","USA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","GREGARRI","LLEILA","Y","AWS","AWS WWCS Special Service Solution Architects",7339
"EMEA","4017","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Special Service Solution Architects",104
"EMEA","4017","AUT","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",31
"EMEA","4017","BEL","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",30
"EMEA","4017","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",446
"EMEA","4017","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",121
"EMEA","4017","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",12
"EMEA","4017","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",256
"EMEA","4017","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",1072
"EMEA","4017","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",120
"EMEA","4017","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",148
"EMEA","4017","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",134
"EMEA","4017","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",74
"EMEA","4017","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",61
"EMEA","4017","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Special Service Solution Architects",134
"EMEA","4017","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","BTAPTICH","BTAPTICH","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Special Service Solution Architects",12
"Americas","4062","USA","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Strategic Account Business Development",36
"APJC","4015","IND","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS Strategic Account Commercial Field Sales",1
"Americas","4015","USA","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Strategic Account Commercial Field Sales",905
"EMEA","4015","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Commercial Field Sales",12
"EMEA","4015","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Commercial Field Sales",26
"EMEA","4015","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Commercial Field Sales",12
"Americas","4067","USA","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Strategic Account Sales Other Support",505
"APJC","4058","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","FINUALAH","MACKAE","Y","AWS","AWS WWCS Strategic Account Solution Architects",12
"APJC","4058","IND","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS Strategic Account Solution Architects",3
"Americas","4058","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","DAKILBY","JJULC","Y","AWS","AWS WWCS Strategic Account Solution Architects",1
"Americas","4058","USA","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Strategic Account Solution Architects",1319
"EMEA","4058","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Solution Architects",11
"EMEA","4058","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Solution Architects",55
"EMEA","4058","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Solution Architects",24
"EMEA","4058","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Strategic Account Solution Architects",11
"Americas","4055","USA","BIS Plan","2021 Q2 Guidance","GARMAN","CARLASTR","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Strategic Account Solution Delivery",798
"Americas","4063","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","DAKILBY","JJULC","Y","AWS","AWS WWCS Telco & Other Business Development",61
"Americas","4063","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Business Development",64
"EMEA","4063","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Business Development",30
"EMEA","4063","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Business Development",31
"Americas","4029","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",21
"Americas","4029","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","DAKILBY","JJULC","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",86
"Americas","4029","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",538
"EMEA","4029","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",20
"EMEA","4029","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",86
"EMEA","4029","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",86
"EMEA","4029","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",21
"EMEA","4029","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",21
"EMEA","4029","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",109
"EMEA","4029","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",21
"EMEA","4029","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",42
"EMEA","4029","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",46
"EMEA","4029","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",21
"EMEA","4029","NOR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",1
"EMEA","4029","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",66
"EMEA","4029","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Telco & Other Commercial Field Sales",43
"Americas","4068","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","DAKILBY","JJULC","Y","AWS","AWS WWCS Telco & Other Sales Other Support",15
"Americas","4068","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Sales Other Support",241
"EMEA","4068","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",8
"EMEA","4068","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",37
"EMEA","4068","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",7
"EMEA","4068","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",46
"EMEA","4068","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",6
"EMEA","4068","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",8
"EMEA","4068","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",21
"EMEA","4068","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Sales Other Support",15
"Americas","4059","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","DAKILBY","JJULC","Y","AWS","AWS WWCS Telco & Other Solution Architects",81
"Americas","4059","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Architects",408
"EMEA","4059","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",53
"EMEA","4059","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",41
"EMEA","4059","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",12
"EMEA","4059","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",41
"EMEA","4059","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",84
"EMEA","4059","IRL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",11
"EMEA","4059","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",12
"EMEA","4059","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",27
"EMEA","4059","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",27
"EMEA","4059","POL","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Telco & Other Solution Architects",11
"EMEA","4059","SWE","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Architects",12
"EMEA","4059","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Telco & Other Solution Architects",12
"APJC","4056","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","MACKAE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",302
"APJC","4056","IDN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",12
"APJC","4056","IND","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","ANIWARRI","Y","AWS","AWS WWCS Telco & Other Solution Delivery",136
"APJC","4056","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","NEALMOSE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",305
"APJC","4056","KOR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",180
"APJC","4056","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",33
"APJC","4056","NZL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","MACKAE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",32
"APJC","4056","PHL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",33
"APJC","4056","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",92
"APJC","4056","THA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",12
"APJC","4056","VNM","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","FINUALAH","QINWE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",12
"Americas","4056","ARG","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Delivery",12
"Americas","4056","BRA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Delivery",202
"Americas","4056","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","DAKILBY","JJULC","Y","AWS","AWS WWCS Telco & Other Solution Delivery",132
"Americas","4056","CHL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Delivery",20
"Americas","4056","COL","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Delivery",42
"Americas","4056","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Delivery",38
"Americas","4056","USA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco & Other Solution Delivery",1804
"EMEA","4056","ARE","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",15
"EMEA","4056","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",14
"EMEA","4056","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",104
"EMEA","4056","ESP","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",15
"EMEA","4056","FIN","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",30
"EMEA","4056","FRA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",31
"EMEA","4056","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",194
"EMEA","4056","ISR","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",44
"EMEA","4056","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",73
"EMEA","4056","NLD","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",45
"EMEA","4056","ZAF","BIS Plan","2021 Q2 Guidance","GARMAN","GRP","GRP","HARVIELI","SZWAJGIE","Y","AWS","AWS WWCS Telco & Other Solution Delivery",30
"Americas","4083","USA","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","GREGARRI","LLEILA","Y","AWS","AWS WWCS Telco Partner",110
"EMEA","4083","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","KBUVAC","CARLASTR","HARVIELI","NSSEIFFE","Y","AWS","AWS WWCS Telco Partner",28
"APJC","5849","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","MACKAE","Y","AWS","AWS WWPS Business Support",27
"APJC","5849","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","JANETLI","Y","AWS","AWS WWPS Business Support",12
"APJC","5849","IDN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","QINWE","Y","AWS","AWS WWPS Business Support",11
"APJC","5849","IND","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","ANIWARRI","Y","AWS","AWS WWPS Business Support",35
"APJC","5849","JPN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","NEALMOSE","Y","AWS","AWS WWPS Business Support",23
"APJC","5849","MYS","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","QINWE","Y","AWS","AWS WWPS Business Support",12
"APJC","5849","SGP","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","FINUALAH","QINWE","Y","AWS","AWS WWPS Business Support",77
"Americas","5849","CAN","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","DAKILBY","JJULC","Y","AWS","AWS WWPS Business Support",14
"Americas","5849","CHL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","GREGARRI","LLEILA","Y","AWS","AWS WWPS Business Support",12
"Americas","5849","COL","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","GREGARRI","LLEILA","Y","AWS","AWS WWPS Business Support",12
"Americas","5849","MEX","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","GREGARRI","LLEILA","Y","AWS","AWS WWPS Business Support",12
"Americas","5849","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","GREGARRI","APPLETK","Y","AWS","AWS WWPS Business Support",2312
"EMEA","5849","CHE","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","AWS WWPS Business Support",12
"EMEA","5849","DEU","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","AWS WWPS Business Support",12
"EMEA","5849","GBR","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","AWS WWPS Business Support",106
"EMEA","5849","ITA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","AWS WWPS Business Support",11
"EMEA","5849","LUX","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","EKILLAM","HARVIELI","SZWAJGIE","Y","AWS","AWS WWPS Business Support",12
"Americas","7434","USA","BIS Plan","2021 Q2 Guidance","GARMAN","MAXPETE","LEVDAVID","GREGARRI","APPLETK","Y","AWS","AWSPublic SS:FedPartners",614
"APJC","4136","AUS","BIS Plan","2021 Q2 Guidance","GARMAN","RACHET","RACHET","FINUALAH","MACKAE","Y","AWS","Analyst Relations - AWS",24
"APJC","4136","CHN","BIS Plan","2021 Q2 Guidance","GARMAN","RACHET","RACHET","FINUALAH","JANETLI","Y","AWS","Analyst Relations - AWS",24
"APJC","4136","IND","BIS Plan","2021 Q2 Guidance","GARMAN","RACHET","RACHET","FINUALAH","ANIWARRI","Y","AWS","Analyst Relations - AWS",24
